Set,Card Name,Rarity,Text,Mana Cost,Type,Power,Toughness,CMC,Standard
Archenemy: Nicol Bolas,My Forces Are Innumerable,Common,"(An ongoing scheme remains face up until it's abandoned.)
At the beginning of your end step, create a 3/3 black Horror creature token.
At the beginning of your opponents' end step, they may sacrifice two creatures. If they do, abandon this scheme.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,My Laughter Echoes,Common,"(An ongoing scheme remains face up until it's abandoned.)
Whenever you set a non-ongoing scheme in motion, you may abandon this scheme. If you do, set that scheme in motion again.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,Grasp of the Hieromancer,Common,"Enchant creature
Enchanted creature gets +1/+1 and has ""Whenever this creature attacks, tap target creature defending player controls.""",{1}{W},Enchantment,,,2.0,No
Archenemy: Nicol Bolas,No One Will Hear Your Cries,Common,"When you set this scheme in motion, each opponent chooses a creature he or she controls, then sacrifices the rest.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,Lightwielder Paladin,Rare,"First strike (This creature deals combat damage before creatures without first strike.)
Whenever Lightwielder Paladin deals combat damage to a player, you may exile target black or red permanent that player controls.",{3}{W}{W},Creature,4,4,5.0,No
Archenemy: Nicol Bolas,Pay Tribute to Me,Common,"When you set this scheme in motion, each opponent sacrifices a creature. If you control six or more lands, each opponent sacrifices another creature.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,Power Without Equal,Common,"When you set this scheme in motion, draw three cards. You have no maximum hand size until your next turn. If you control six or more lands, you may cast up to three nonland cards from your hand without paying their mana costs.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,A Reckoning Approaches,Common,"When you set this scheme in motion, look at the top six cards of your library. You may put a creature card from among them onto the battlefield. Put the rest on the bottom of your library in any order.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,"Odric, Master Tactician",Rare,"First strike (This creature deals combat damage before creatures without first strike.)
Whenever Odric, Master Tactician and at least three other creatures attack, you choose which creatures block this combat and how those creatures block.",{2}{W}{W},Creature,3,4,4.0,No
Archenemy: Nicol Bolas,There Is No Refuge,Common,"When you set this scheme in motion, it deals 3 damage to up to one target creature. Create a 3/3 black Horror creature token.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,This World Belongs to Me,Common,"When you set this scheme in motion, draw two cards. You may play an additional land this turn.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,Relief Captain,Uncommon,"When Relief Captain enters the battlefield, support 3. (Put a +1/+1 counter on each of up to three other target creatures.)",{2}{W}{W},Creature,3,2,4.0,No
Archenemy: Nicol Bolas,What's Yours Is Now Mine,Common,"When you set this scheme in motion, gain control of target creature an opponent controls and untap it.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,Shoulder to Shoulder,Common,"Support 2. (Put a +1/+1 counter on each of up to two target creatures.)
Draw a card.",{2}{W},Sorcery,,,3.0,No
Archenemy: Nicol Bolas,When Will You Learn?,Common,"When you set this scheme in motion, each opponent exiles the top card of his or her library. You may cast any number of nonland cards exiled this way without paying their mana costs.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,Ior Ruin Expedition,Common,"Landfall â€” Whenever a land enters the battlefield under your control, you may put a quest counter on Ior Ruin Expedition.
Remove three quest counters from Ior Ruin Expedition and sacrifice it: Draw two cards.",{1}{U},Enchantment,,,2.0,No
Archenemy: Nicol Bolas,Prognostic Sphinx,Rare,"Flying
Discard a card: Prognostic Sphinx gains hexproof until end of turn. Tap it.
Whenever Prognostic Sphinx attacks, scry 3. (Look at the top three cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",{3}{U}{U},Creature,3,5,5.0,No
Archenemy: Nicol Bolas,Windrider Eel,Common,"Flying
Landfall â€” Whenever a land enters the battlefield under your control, Windrider Eel gets +2/+2 until end of turn.",{3}{U},Creature,2,2,4.0,No
Archenemy: Nicol Bolas,Obsidian Fireheart,Mythic Rare,"{1}{R}{R}: Put a blaze counter on target land without a blaze counter on it. For as long as that land has a blaze counter on it, it has ""At the beginning of your upkeep, this land deals 1 damage to you."" (The land continues to burn after Obsidian Fireheart has left the battlefield.)",{1}{R}{R}{R},Creature,4,4,4.0,No
Archenemy: Nicol Bolas,Press the Advantage,Uncommon,Up to two target creatures each get +2/+2 and gain trample until end of turn.,{2}{G}{G},Instant,,,4.0,No
Archenemy: Nicol Bolas,Vastwood Zendikon,Common,"Enchant land
Enchanted land is a 6/4 green Elemental creature. It's still a land.
When enchanted land dies, return that card to its owner's hand.",{4}{G},Enchantment,,,5.0,No
Archenemy: Nicol Bolas,Dreadbore,Rare,Destroy target creature or planeswalker.,{B}{R},Sorcery,,,2.0,No
Archenemy: Nicol Bolas,Talisman of Dominance,Uncommon,"{T}: Add {C} to your mana pool.
{T}: Add {U} or {B} to your mana pool. Talisman of Dominance deals 1 damage to you.",{2},Artifact,,,2.0,No
Archenemy: Nicol Bolas,Talisman of Indulgence,Uncommon,"{T}: Add {C} to your mana pool.
{T}: Add {B} or {R} to your mana pool. Talisman of Indulgence deals 1 damage to you.",{2},Artifact,,,2.0,No
Archenemy: Nicol Bolas,Drowned Catacomb,Rare,"Drowned Catacomb enters the battlefield tapped unless you control an Island or a Swamp.
{T}: Add {U} or {B} to your mana pool.",,Land,,,0.0,No
Archenemy: Nicol Bolas,Smoldering Spires,Common,"Smoldering Spires enters the battlefield tapped.
When Smoldering Spires enters the battlefield, target creature can't block this turn.
{T}: Add {R} to your mana pool.",,Land,,,0.0,No
Archenemy,All in Good Time,Common,"When you set this scheme in motion, take an extra turn after this one. Schemes can't be set in motion that turn.",,Scheme,,,0.0,No
Archenemy,Leonin Abunas,Rare,Artifacts you control have hexproof. (They can't be the targets of spells or abilities your opponents control.),{3}{W},Creature,2,5,4.0,No
Archenemy,All Shall Smolder in My Wake,Common,"When you set this scheme in motion, destroy up to one target artifact, up to one target enchantment, and up to one target nonbasic land.",,Scheme,,,0.0,No
Archenemy,Metallurgeon,Uncommon,"{W}, {T}: Regenerate target artifact.",{1}{W},Artifact,,,2.0,No
Archenemy,Approach My Molten Realm,Common,"When you set this scheme in motion, until your next turn, if a source would deal damage, it deals double that damage instead.",,Scheme,,,0.0,No
Archenemy,Behold the Power of Destruction,Common,"When you set this scheme in motion, destroy all nonland permanents target opponent controls.",,Scheme,,,0.0,No
Archenemy,Choose Your Champion,Common,"When you set this scheme in motion, target opponent chooses a player. Until your next turn, only you and the chosen player can cast spells and attack with creatures.",,Scheme,,,0.0,No
Archenemy,"Dance, Pathetic Marionette",Common,"When you set this scheme in motion, each opponent reveals cards from the top of his or her library until he or she reveals a creature card. Choose one of the revealed creature cards and put it onto the battlefield under your control. Put all other cards revealed this way into their owners' graveyards.",,Scheme,,,0.0,No
Archenemy,March of the Machines,Rare,Each noncreature artifact is an artifact creature with power and toughness each equal to its converted mana cost. (Equipment that's a creature can't equip a creature.),{3}{U},Enchantment,,,4.0,No
Archenemy,The Dead Shall Serve,Common,"When you set this scheme in motion, for each opponent, put up to one target creature card from that player's graveyard onto the battlefield under your control. Each of those creatures attacks its owner each combat if able.",,Scheme,,,0.0,No
Archenemy,Master Transmuter,Rare,"{U}, {T}, Return an artifact you control to its owner's hand: You may put an artifact card from your hand onto the battlefield.",{3}{U},Artifact,,,4.0,No
Archenemy,A Display of My Dark Power,Common,"When you set this scheme in motion, until your next turn, whenever a player taps a land for mana, that player adds one mana to his or her mana pool of any type that land produced.",,Scheme,,,0.0,No
Archenemy,Spin into Myth,Uncommon,"Put target creature on top of its owner's library, then fateseal 2. (To fateseal 2, look at the top two cards of an opponent's library, then put any number of them on the bottom of that player's library and the rest on top in any order.)",{4}{U},Instant,,,5.0,No
Archenemy,Embrace My Diabolical Vision,Common,"When you set this scheme in motion, each player shuffles his or her hand and graveyard into his or her library. You draw seven cards, then each other player draws four cards.",,Scheme,,,0.0,No
Archenemy,Every Hope Shall Vanish,Common,"When you set this scheme in motion, each opponent reveals his or her hand. Choose a nonland card from each of those hands. Those players discard those cards.",,Scheme,,,0.0,No
Archenemy,Every Last Vestige Shall Rot,Common,"When you set this scheme in motion, you may pay {X}. If you do, put each nonland permanent target player controls with converted mana cost X or less on the bottom of its owner's library.",,Scheme,,,0.0,No
Archenemy,Bog Witch,Common,"{B}, {T}, Discard a card: Add {B}{B}{B} to your mana pool.",{2}{B},Creature,1,1,3.0,No
Archenemy,Evil Comes to Fruition,Common,"When you set this scheme in motion, create seven 0/1 green Plant creature tokens. If you control ten or more lands, create seven 3/3 green Elemental creature tokens instead.",,Scheme,,,0.0,No
Archenemy,Cemetery Reaper,Rare,"Other Zombie creatures you control get +1/+1.
{2}{B}, {T}: Exile target creature card from a graveyard. Create a 2/2 black Zombie creature token.",{1}{B}{B},Creature,2,2,3.0,No
Archenemy,The Fate of the Flammable,Common,"When you set this scheme in motion, target opponent chooses self or others. If that player chooses self, this scheme deals 6 damage to him or her. If the player chooses others, this scheme deals 3 damage to each of your other opponents.",,Scheme,,,0.0,No
Archenemy,Feed the Machine,Common,"When you set this scheme in motion, target opponent chooses self or others. If that player chooses self, he or she sacrifices two creatures. If the player chooses others, each of your other opponents sacrifices a creature.",,Scheme,,,0.0,No
Archenemy,I Bask in Your Silent Awe,Common,"(An ongoing scheme remains face up until it's abandoned.)
Each opponent can't cast more than one spell each turn.
At the beginning of your upkeep, if no opponent cast a spell since your last turn ended, abandon this scheme.",,Scheme,,,0.0,No
Archenemy,I Call on the Ancient Magics,Common,"When you set this scheme in motion, each other player searches his or her library for a card, reveals it, and puts it into his or her hand. Then you search your library for two cards and put them into your hand. Each player shuffles his or her library.",,Scheme,,,0.0,No
Archenemy,I Delight in Your Convulsions,Common,"When you set this scheme in motion, each opponent loses 3 life. You gain life equal to the life lost this way.",,Scheme,,,0.0,No
Archenemy,"I Know All, I See All",Common,"(An ongoing scheme remains face up until it's abandoned.)
Untap all permanents you control during each opponent's untap step.
At the beginning of each end step, if three or more cards were put into your graveyard this turn from anywhere, abandon this scheme.",,Scheme,,,0.0,No
Archenemy,Ignite the Cloneforge!,Common,"When you set this scheme in motion, create a token that's a copy of target permanent an opponent controls.",,Scheme,,,0.0,No
